安藤じゅん子,あんどう,じゅんこ,Andou,Junko,立憲,千葉6,1
安藤 たかお,あんどう,たかお,Andou,Takao,自民,（比）東京,2
五十嵐 えり,いがらし,えり,Igarashi,Eri,立憲,東京30,1
五十嵐 清,いがらし,きよし,Igarashi,Kiyoshi,自民,（比）北関東,2
池下 卓,いけした,たく,Ikeshita,Taku,維新,大阪10,2
池田 真紀,いけだ,まき,Ikeda,Maki,立憲,北海道5,2
池畑 浩太朗,いけはた,こうたろう,Ikehata,Koutarou,維新,（比）近畿,2
井坂 信彦,いさか,のぶひこ,Isaka,Nobuhiko,立憲,兵庫1,4
石井 智恵,いしい,ともえ,Ishii,Tomoe,国民,（比）四国,1
石川 香織,いしかわ,かおり,Ishikawa,Kaori,立憲,北海道11,3
石田 真敏,いしだ,まさとし,Ishida,Masatoshi,自民,（比）近畿,9
石破 茂,いしば,しげる,Ishiba,Shigeru,自民,鳥取1,13
石橋 林太郎,いしばし,りんたろう,Ishibashi,Rintarou,自民,（比）中国,2
石原 宏高,いしはら,ひろたか,Ishihara,Hirotaka,自民,東京3,6
泉 健太,いずみ,けんた,Izumi,Kenta,立憲,京都3,9
市來 伴子,いちき,ともこ,Ichiki,Tomoko,立憲,（比）北関東,1
市村 浩一郎,いちむら,こういちろう,Ichimura,Kouichirou,維新,（比）近畿,5
井出 庸生,いで,ようせい,Ide,Yousei,自民,（比）北陸信越,5
伊藤 俊輔,いとう,しゅんすけ,Itou,Shunsuke,立憲,東京23,3
伊藤 忠彦,いとう,ただひこ,Itou,Tadahiko,自民,（比）東海,6
伊藤 達也,いとう,たつや,Itou,Tatsuya,自民,（比）東京,10
伊東 信久,いとう,のぶひさ,Itou,Nobuhisa,維新,大阪19,4
伊東 良孝,いとう,よしたか,Itou,Yoshitaka,自民,（比）北海道,6
稲田 朋美,いなだ,ともみ,Inada,Tomomi,自民,福井1,7
稲富 修二,いなとみ,しゅうじ,Inatomi,Shuuji,立憲,福岡2,4
井野 俊郎,いの,としろう,Ino,Toshirou,自民,群馬2,5
井上 信治,いのうえ,しんじ,Inoue,Shinji,自民,東京25,8
井上 貴博,いのうえ,たかひろ,Inoue,Takahiro,自民,福岡1,5
井上 英孝,いのうえ,ひでたか,Inoue,Hidetaka,維新,大阪1,5
猪口 幸子,いのくち,さちこ,Inokuchi,Sachiko,維新,（比）東京,1
井林 辰憲,いばやし,たつのり,Ibayashi,Tatsunori,自民,静岡2,5
今井 雅人,いまい,まさと,Imai,Masato,立憲,岐阜4,5
今枝 宗一郎,いまえだ,そういちろう,Imaeda,Souichirou,自民,愛知14,5
岩田 和親,いわた,かずちか,Iwata,Kazuchika,自民,（比）九州,5
岩谷 良平,いわたに,りょうへい,Iwatani,Ryouhei,維新,大阪13,2
岩屋 毅,いわや,たけし,Iwaya,Takeshi,自民,大分3,10
上田 英俊,うえだ,えいしゅん,Ueda,Eishun,自民,富山2,2
上野 賢一郎,うえの,けんいちろう,Ueno,Ken'ichirou,自民,滋賀2,6
上村 英明,うえむら,ひであき,Uemura,Hideaki,れ新,（比）東海,1
浮島 智子,うきしま,ともこ,Ukishima,Tomoko,公明,（比）近畿,5（参1）
臼木 秀剛,うすき,ひでたけ,Usuki,Hidetake,国民,（比）北海道,1
梅谷 守,うめたに,まもる,Umetani,Mamoru,立憲,新潟5,2
梅村 聡,うめむら,さとし,Umemura,Satoshi,維新,大阪5,1（参2）
浦野 靖人,うらの,やすと,Urano,Yasuto,維新,大阪15,5
うるま 譲司,うるま,じょうじ,Uruma,Jouji,維新,大阪8,2
江田 憲司,えだ,けんじ,Eda,Kenji,立憲,神奈川8,8
枝野 幸男,えだの,ゆきお,Edano,Yukio,立憲,埼玉5,11
江渡 聡徳,えと,あきのり,Eto,Akinori,自民,（比）東北,9
江藤 拓,えとう,たく,Etou,Taku,自民,宮崎2,8
英利アルフィヤ,えり,あるふぃや,Eri,Arufiya,自民,（比）南関東,2
遠藤 敬,えんどう,たかし,Endou,Takashi,維新,大阪18,5
遠藤 利明,えんどう,としあき,Endou,Toshiaki,自民,山形1,10
大石 あきこ,おおいし,あきこ,Ooishi,Akiko,れ新,（比）近畿,2
大岡 敏孝,おおおか,としたか,Oooka,Toshitaka,自民,（比）近畿,5
大河原まさこ,おおかわら,まさこ,Ookawara,Masako,立憲,東京21,3（参1）
大串 博志,おおぐし,ひろし,Oogushi,Hiroshi,立憲,佐賀2,7
大串 正樹,おおぐし,まさき,Oogushi,Masaki,自民,（比）近畿,5
逢坂 誠二,おおさか,せいじ,Oosaka,Seiji,立憲,北海道8,6
大島 敦,おおしま,あつし,Ooshima,Atsushi,立憲,埼玉6,9
大空 幸星,おおぞら,こうき,Oozora,Kouki,自民,（比）東京,1
おおたけりえ,おおたけ,りえ,Ootake,Rie,立憲,（比）東海,1
大塚 小百合,おおつか,さゆり,Ootsuka,Sayuri,立憲,神奈川20,1
おおつき紅葉,おおつき,くれは,Ootsuki,Kureha,立憲,北海道4,2
大西 健介,おおにし,けんすけ,Oonishi,Kensuke,立憲,愛知13,6
大西 洋平,おおにし,ようへい,Oonishi,Youhei,自民,東京16,1
大野 敬太郎,おおの,けいたろう,Oono,Keitarou,自民,香川3,5
大森 江里子,おおもり,えりこ,Oomori,Eriko,公明,（比）東京,1
岡島 一正,おかじま,かずまさ,Okajima,Kazumasa,立憲,（比）南関東,4
岡田 克也,おかだ,かつや,Okada,Katsuya,立憲,三重3,12
岡田 悟,おかだ,さとる,Okada,Satoru,立憲,（比）近畿,1
岡田 華子,おかだ,はなこ,Okada,Hanako,立憲,青森3,1
緒方 林太郎,おがた,りんたろう,Ogata,Rintarou,有志,福岡9,4
岡野 純子,おかの,じゅんこ,Okano,Junko,国民,（比）南関東,1
岡本 あき子,おかもと,あきこ,Okamoto,Akiko,立憲,宮城1,3
岡本 三成,おかもと,みつなり,Okamoto,Mitsunari,公明,東京29,5
岡本 充功,おかもと,みつのり,Okamoto,Mitsunori,立憲,愛知9,6
小川 淳也,おがわ,じゅんや,Ogawa,Junya,立憲,香川1,7
奥下 剛光,おくした,たけみつ,Okushita,Takemitsu,維新,大阪7,2
奥野 総一郎,おくの,そういちろう,Okuno,Souichirou,立憲,千葉9,6
小熊 慎司,おぐま,しんじ,Oguma,Shinji,立憲,福島3,5（参1）
尾崎 正直,おざき,まさなお,Ozaki,Masanao,自民,高知2,2
小沢 一郎,おざわ,いちろう,Ozawa,Ichirou,立憲,岩手3,19
小竹 凱,おだけ,かい,Odake,Kai,国民,（比）北陸信越,1
落合 貴之,おちあい,たかゆき,Ochiai,Takayuki,立憲,東京6,4
尾辻 かな子,おつじ,かなこ,Otsuji,Kanako,立憲,（比）近畿,2（参1）
鬼木 誠,おにき,まこと,Oniki,Makoto,自民,（比）九州,5
小野寺 五典,おのでら,いつのり,Onodera,Itsunori,自民,宮城5,9
小渕 優子,おぶち,ゆうこ,Obuchi,Yuuko,自民,群馬5,9
